,userid,version,sum_gamerounds,retention_1,retention_7,number
369,36513,gate_40,18.0,True,False,369
370,36560,gate_40,48.0,True,False,370
372,36664,gate_40,51.0,False,True,372
374,36761,gate_40,134.0,True,True,374
375,36887,gate_40,11.0,True,False,375
377,36997,gate_40,9.0,True,False,377
378,37155,gate_40,3.0,False,False,378
380,37366,gate_40,11.0,True,False,380
381,37461,gate_40,20.0,False,True,381
385,37994,gate_40,2.0,False,False,385
388,38249,gate_40,30.0,True,False,388
394,39774,gate_40,567.0,True,True,394
395,39902,gate_40,13.0,True,False,395
397,39993,gate_40,14.0,False,False,397
398,40233,gate_40,78.0,True,False,398
405,40630,gate_40,99.0,True,False,405
408,40749,gate_40,2.0,False,False,408
409,40812,gate_40,2.0,False,False,409
412,41378,gate_40,9.0,False,False,412
414,41842,gate_40,15.0,False,False,414
415,41934,gate_40,8.0,False,False,415
416,41988,gate_40,1.0,False,False,416
421,42688,gate_40,13.0,False,False,421
423,42758,gate_40,11.0,True,False,423
424,42994,gate_40,113.0,True,True,424
426,43368,gate_40,32.0,False,False,426
430,44400,gate_40,95.0,True,False,430
431,44493,gate_40,339.0,True,True,431
437,44910,gate_40,6.0,False,False,437
439,45083,gate_40,54.0,False,False,439
441,45694,gate_40,6.0,True,False,441
444,45813,gate_40,12.0,True,False,444
445,45895,gate_40,2.0,True,False,445
446,45896,gate_40,11.0,True,False,446
447,45952,gate_40,3.0,False,False,447
449,46022,gate_40,7.0,False,False,449
451,46472,gate_40,16.0,False,False,451
453,46624,gate_40,148.0,True,True,453
454,46629,gate_40,57.0,True,False,454
455,46746,gate_40,3.0,True,False,455
457,46919,gate_40,47.0,True,False,457
459,47377,gate_40,2.0,False,False,459
461,47822,gate_40,63.0,True,True,461
462,47990,gate_40,25.0,True,False,462
466,48201,gate_40,84.0,True,True,466
467,48631,gate_40,60.0,False,False,467
469,48677,gate_40,17.0,True,False,469
471,48990,gate_40,3.0,False,False,471
472,49147,gate_40,24.0,True,False,472
473,49311,gate_40,5.0,False,False,473
477,49811,gate_40,9.0,True,False,477
478,49995,gate_40,15.0,True,False,478
479,50011,gate_40,4.0,False,False,479
480,50158,gate_40,87.0,True,True,480
481,50237,gate_40,86.0,True,False,481
482,50339,gate_40,0.0,False,False,482
483,50386,gate_40,4.0,False,False,483
486,50686,gate_40,3.0,False,True,486
488,50794,gate_40,0.0,False,False,488
496,51636,gate_40,8.0,False,False,496
497,51641,gate_40,20.0,True,False,497
498,51823,gate_40,54.0,True,True,498
500,51970,gate_40,76.0,False,True,500
501,52100,gate_40,55.0,True,False,501
502,52177,gate_40,3.0,False,False,502
503,52271,gate_40,2.0,False,False,503
506,52636,gate_40,3.0,False,False,506
507,53149,gate_40,4.0,False,False,507
508,53373,gate_40,298.0,True,True,508
510,53450,gate_40,1.0,False,False,510
511,53464,gate_40,12.0,False,False,511
512,53470,gate_40,7.0,False,False,512
513,53597,gate_40,5.0,False,False,513
516,53935,gate_40,4.0,False,False,516
517,53996,gate_40,115.0,True,True,517
521,54244,gate_40,4.0,False,False,521
522,54256,gate_40,6.0,False,False,522
525,54617,gate_40,12.0,False,False,525
526,54680,gate_40,2.0,False,False,526
527,54681,gate_40,2.0,False,False,527
532,55213,gate_40,141.0,True,True,532
533,55250,gate_40,47.0,True,True,533
536,56116,gate_40,3.0,False,False,536
537,56237,gate_40,10.0,False,False,537
539,56294,gate_40,2.0,True,False,539
541,56496,gate_40,543.0,True,True,541
543,56587,gate_40,54.0,True,False,543
545,56895,gate_40,2.0,False,False,545
546,56997,gate_40,41.0,False,False,546
549,57334,gate_40,5.0,True,False,549
550,57339,gate_40,22.0,True,False,550
551,57369,gate_40,399.0,True,True,551
553,57429,gate_40,29.0,True,False,553
555,57833,gate_40,0.0,False,False,555
556,58180,gate_40,19.0,True,False,556
559,58394,gate_40,25.0,True,False,559
560,58592,gate_40,85.0,True,False,560
563,58813,gate_40,1.0,False,False,563
567,60035,gate_40,14.0,False,False,567
568,60103,gate_40,18.0,False,False,568
569,60160,gate_40,11.0,True,False,569
570,60410,gate_40,26.0,True,False,570
572,60619,gate_40,65.0,True,False,572
573,60929,gate_40,16.0,True,False,573
574,60956,gate_40,17.0,False,False,574
580,61595,gate_40,29.0,False,False,580
586,62145,gate_40,1.0,False,False,586
589,62437,gate_40,5.0,False,False,589
590,62566,gate_40,67.0,True,False,590
591,62700,gate_40,36.0,True,True,591
592,62704,gate_40,2.0,False,False,592
594,63001,gate_40,33.0,True,False,594
600,63555,gate_40,43.0,False,False,600
603,63786,gate_40,22.0,False,False,603
608,64224,gate_40,15.0,False,True,608
610,64309,gate_40,125.0,True,False,610
611,64643,gate_40,24.0,False,False,611
612,64646,gate_40,1.0,False,True,612
614,64849,gate_40,31.0,True,False,614
616,64944,gate_40,62.0,False,False,616
617,65032,gate_40,5.0,False,False,617
619,65482,gate_40,10.0,False,False,619
621,66120,gate_40,28.0,False,False,621
623,66677,gate_40,1.0,False,False,623
624,66713,gate_40,4.0,False,False,624
625,66947,gate_40,13.0,True,False,625
628,67190,gate_40,15.0,False,False,628
629,67193,gate_40,1.0,False,False,629
632,67654,gate_40,8.0,False,False,632
633,67829,gate_40,0.0,False,False,633
634,67910,gate_40,18.0,True,False,634
636,68020,gate_40,52.0,False,True,636
638,68151,gate_40,136.0,True,False,638
640,68394,gate_40,474.0,True,True,640
641,68406,gate_40,5.0,False,False,641
643,68698,gate_40,83.0,True,False,643
645,68887,gate_40,1.0,False,False,645
646,68915,gate_40,121.0,False,False,646
647,68965,gate_40,105.0,True,True,647
648,69027,gate_40,2.0,False,False,648
652,69649,gate_40,80.0,True,True,652
653,69870,gate_40,210.0,True,True,653
654,69917,gate_40,16.0,True,False,654
659,70175,gate_40,35.0,True,True,659
660,70294,gate_40,199.0,True,False,660
661,70522,gate_40,6.0,False,False,661
663,70899,gate_40,3.0,False,False,663
666,71161,gate_40,68.0,True,False,666
667,71165,gate_40,105.0,True,False,667
670,71326,gate_40,8.0,False,False,670
674,71777,gate_40,12.0,False,False,674
675,72085,gate_40,103.0,True,False,675
677,72353,gate_40,5.0,False,False,677
678,72419,gate_40,12.0,True,False,678
679,72470,gate_40,6.0,True,False,679
681,72614,gate_40,3.0,False,False,681
682,72661,gate_40,1.0,False,False,682
683,72752,gate_40,15.0,False,False,683
686,72918,gate_40,13.0,False,False,686
687,72977,gate_40,12.0,True,False,687
688,73378,gate_40,34.0,True,False,688
690,73868,gate_40,2.0,False,False,690
693,74369,gate_40,7.0,False,False,693
695,74422,gate_40,38.0,False,True,695
697,75029,gate_40,98.0,True,False,697
698,75734,gate_40,4.0,False,False,698
700,76089,gate_40,3.0,False,False,700
705,76662,gate_40,30.0,True,False,705
706,76767,gate_40,4.0,False,False,706
707,76784,gate_40,53.0,True,False,707
708,76895,gate_40,5.0,False,False,708
710,76934,gate_40,2.0,False,False,710
711,77151,gate_40,2.0,False,False,711
713,77195,gate_40,25.0,True,False,713
715,77495,gate_40,59.0,False,False,715
718,77812,gate_40,2.0,False,False,718
719,77821,gate_40,7.0,False,False,719
720,77837,gate_40,6.0,False,False,720
723,78142,gate_40,1.0,False,False,723
728,78563,gate_40,32.0,False,False,728
731,79646,gate_40,34.0,True,False,731
733,79929,gate_40,16.0,False,False,733
734,80215,gate_40,2.0,False,False,734
736,80485,gate_40,9.0,False,False,736
737,80496,gate_40,0.0,False,False,737
739,80582,gate_40,7.0,False,False,739
740,80618,gate_40,7.0,False,False,740
741,80634,gate_40,215.0,True,True,741
743,80754,gate_40,0.0,False,False,743
744,80860,gate_40,231.0,True,False,744
746,80900,gate_40,16.0,False,False,746
748,81480,gate_40,2.0,False,False,748
751,81668,gate_40,12.0,False,False,751
752,81959,gate_40,6.0,False,False,752
754,82545,gate_40,36.0,False,False,754
755,82655,gate_40,13.0,False,False,755
757,82783,gate_40,36.0,True,True,757
758,82937,gate_40,28.0,False,False,758
760,83080,gate_40,12.0,False,False,760
762,83140,gate_40,14.0,False,False,762
764,83309,gate_40,0.0,False,False,764
765,83317,gate_40,5.0,False,False,765
766,83438,gate_40,129.0,True,True,766
767,83732,gate_40,95.0,False,True,767
768,83798,gate_40,96.0,True,False,768
771,84208,gate_40,17.0,False,False,771
772,84406,gate_40,24.0,True,False,772
773,84816,gate_40,11.0,True,False,773
774,84929,gate_40,6.0,False,False,774
775,84961,gate_40,26.0,False,False,775
776,85007,gate_40,110.0,True,True,776
780,85805,gate_40,3.0,False,False,780
782,86781,gate_40,1.0,False,False,782
783,86821,gate_40,65.0,True,False,783
784,87098,gate_40,2.0,False,False,784
785,87220,gate_40,18.0,False,False,785
786,87258,gate_40,275.0,True,True,786
790,87509,gate_40,3.0,False,False,790
792,87640,gate_40,13.0,False,False,792
793,87649,gate_40,8.0,False,False,793
794,87671,gate_40,2.0,False,False,794
795,87697,gate_40,3.0,False,False,795
796,87728,gate_40,4.0,False,False,796
798,88235,gate_40,11.0,False,False,798
800,88361,gate_40,55.0,False,True,800
803,88521,gate_40,44.0,False,False,803
805,89272,gate_40,0.0,False,False,805
806,89605,gate_40,2.0,False,False,806
810,90335,gate_40,2.0,False,False,810
811,90481,gate_40,14.0,False,False,811
817,90916,gate_40,88.0,True,True,817
819,90992,gate_40,66.0,True,False,819
820,91010,gate_40,70.0,False,False,820
822,91045,gate_40,44.0,False,False,822
823,92061,gate_40,98.0,True,False,823
826,92168,gate_40,6.0,False,False,826
828,92463,gate_40,2.0,False,False,828
829,92638,gate_40,54.0,False,False,829
830,92789,gate_40,4.0,False,False,830
831,92914,gate_40,13.0,False,True,831
833,93131,gate_40,8.0,False,False,833
836,93289,gate_40,0.0,False,False,836
838,93914,gate_40,9.0,False,False,838
842,94282,gate_40,9.0,False,False,842
844,94455,gate_40,35.0,True,True,844
849,95357,gate_40,6.0,True,True,849
852,95696,gate_40,42.0,False,True,852
854,96038,gate_40,132.0,False,True,854
857,96123,gate_40,3.0,False,False,857
859,96535,gate_40,24.0,False,False,859
860,96561,gate_40,112.0,True,True,860
863,96745,gate_40,100.0,True,True,863
866,97461,gate_40,4.0,False,False,866
869,97777,gate_40,41.0,True,False,869
871,97873,gate_40,49.0,True,False,871
875,98354,gate_40,35.0,False,False,875
876,98592,gate_40,4.0,False,False,876
880,99252,gate_40,48.0,True,False,880
882,99307,gate_40,6.0,True,False,882
883,99411,gate_40,13.0,False,False,883
884,99583,gate_40,35.0,True,False,884
886,99631,gate_40,9.0,True,False,886
888,99912,gate_40,27.0,True,False,888
889,99928,gate_40,83.0,True,False,889
890,99944,gate_40,3.0,False,False,890
892,100026,gate_40,3.0,False,False,892
894,100151,gate_40,39.0,True,True,894
895,100214,gate_40,114.0,True,True,895
898,100556,gate_40,63.0,True,True,898
901,100899,gate_40,15.0,False,False,901
903,101024,gate_40,17.0,True,False,903
905,101248,gate_40,6.0,False,False,905
909,101675,gate_40,1.0,False,False,909
910,101697,gate_40,4.0,True,False,910
911,101864,gate_40,30.0,False,False,911
913,101884,gate_40,3.0,False,False,913
915,101953,gate_40,1.0,True,False,915
916,101961,gate_40,9.0,False,False,916
917,102182,gate_40,6.0,False,False,917
918,102302,gate_40,78.0,False,True,918
920,102573,gate_40,34.0,False,False,920
922,102742,gate_40,18.0,True,False,922
923,102748,gate_40,4.0,False,False,923
927,103095,gate_40,47.0,True,False,927
928,103308,gate_40,3.0,False,False,928
930,103463,gate_40,1.0,False,False,930
933,103557,gate_40,57.0,True,False,933
937,104157,gate_40,59.0,True,False,937
938,104158,gate_40,16.0,True,True,938
941,104563,gate_40,7.0,False,False,941
943,104592,gate_40,45.0,False,False,943
948,104899,gate_40,227.0,True,True,948
949,104999,gate_40,258.0,False,True,949
951,105342,gate_40,0.0,False,False,951
952,105632,gate_40,52.0,False,False,952
956,106422,gate_40,8.0,False,False,956
960,106523,gate_40,6.0,False,False,960
964,107040,gate_40,57.0,True,False,964
965,107169,gate_40,2.0,False,False,965
970,107936,gate_40,2.0,False,False,970
972,108052,gate_40,4.0,False,False,972
976,108303,gate_40,11.0,False,False,976
977,108320,gate_40,3.0,False,False,977
979,108535,gate_40,39.0,False,False,979
981,108668,gate_40,19.0,True,False,981
982,108753,gate_40,3.0,True,False,982
984,109111,gate_40,6.0,True,False,984
985,109151,gate_40,109.0,True,False,985
986,109158,gate_40,106.0,True,False,986
987,109300,gate_40,0.0,False,False,987
988,109366,gate_40,158.0,True,True,988
990,109458,gate_40,0.0,False,False,990
993,109745,gate_40,7.0,False,False,993
995,109796,gate_40,0.0,False,False,995
999,110329,gate_40,2.0,False,False,999
1003,110750,gate_40,10.0,False,False,1003
1005,111196,gate_40,52.0,True,False,1005
1006,111362,gate_40,56.0,True,False,1006
1007,111382,gate_40,42.0,True,True,1007
1009,111540,gate_40,19.0,False,False,1009
1011,111961,gate_40,34.0,False,False,1011
1012,111981,gate_40,1.0,False,False,1012
1014,112216,gate_40,77.0,False,False,1014
1016,112355,gate_40,0.0,False,False,1016
1017,112365,gate_40,41.0,True,False,1017
1020,113086,gate_40,11.0,False,False,1020
1021,113087,gate_40,260.0,True,True,1021
1023,113378,gate_40,47.0,False,True,1023
1028,113621,gate_40,44.0,True,True,1028
1030,113725,gate_40,47.0,True,False,1030
1036,114360,gate_40,2.0,False,False,1036
1039,114626,gate_40,11.0,True,False,1039
1041,114985,gate_40,3.0,True,False,1041
1044,115498,gate_40,104.0,True,False,1044
1045,115774,gate_40,28.0,True,False,1045
1046,115813,gate_40,1.0,False,False,1046
1047,115854,gate_40,21.0,True,False,1047
1048,115980,gate_40,3.0,False,False,1048
1050,116099,gate_40,19.0,True,False,1050
1054,116382,gate_40,69.0,True,True,1054
1057,116439,gate_40,14.0,True,False,1057
1059,116653,gate_40,17.0,False,False,1059
1060,116793,gate_40,275.0,True,True,1060
1063,117186,gate_40,2.0,False,False,1063
1064,117195,gate_40,1.0,False,False,1064
1067,117700,gate_40,90.0,True,False,1067
1068,117728,gate_40,14.0,False,False,1068
1069,117763,gate_40,6.0,False,False,1069
1071,117918,gate_40,11.0,True,False,1071
1073,118091,gate_40,8.0,False,False,1073
1076,118555,gate_40,6.0,False,False,1076
1077,118654,gate_40,192.0,False,True,1077
1079,118773,gate_40,0.0,False,False,1079
1081,119209,gate_40,343.0,False,True,1081
1086,119591,gate_40,11.0,False,False,1086
1089,120131,gate_40,3.0,False,False,1089
1091,120662,gate_40,8.0,True,True,1091
1092,120664,gate_40,20.0,True,False,1092
1095,121148,gate_40,52.0,False,False,1095
1099,121431,gate_40,3.0,False,False,1099
1102,121738,gate_40,19.0,False,False,1102
1105,122299,gate_40,65.0,False,False,1105
1109,122690,gate_40,3.0,False,False,1109
1110,122817,gate_40,74.0,True,False,1110
1113,123038,gate_40,9.0,False,False,1113
1114,123083,gate_40,29.0,False,False,1114
1115,123121,gate_40,66.0,True,False,1115
1116,123318,gate_40,48.0,True,False,1116
1117,123406,gate_40,14.0,False,False,1117
1118,123522,gate_40,15.0,False,False,1118
1121,123937,gate_40,39.0,True,False,1121
1124,124379,gate_40,124.0,False,True,1124
1125,124432,gate_40,0.0,False,False,1125
1126,124568,gate_40,4.0,False,False,1126
1132,125035,gate_40,4.0,False,False,1132
1137,125735,gate_40,73.0,False,False,1137
1138,125749,gate_40,11.0,False,False,1138
1142,125996,gate_40,33.0,True,True,1142
1143,126043,gate_40,142.0,True,False,1143
1145,126418,gate_40,44.0,True,False,1145
1148,126972,gate_40,14.0,False,False,1148
1149,127003,gate_40,6.0,False,False,1149
1151,127467,gate_40,15.0,True,False,1151
1153,127596,gate_40,6.0,True,False,1153
1161,128355,gate_40,4.0,True,False,1161
1162,128450,gate_40,2.0,False,False,1162
1163,128547,gate_40,64.0,False,False,1163
1166,128989,gate_40,216.0,True,False,1166
1167,129110,gate_40,42.0,True,False,1167
1168,129131,gate_40,18.0,True,False,1168
1169,129156,gate_40,15.0,False,False,1169
1170,129203,gate_40,1.0,False,False,1170
1173,129284,gate_40,2.0,False,False,1173
1174,129335,gate_40,2.0,False,False,1174
1177,129826,gate_40,13.0,False,False,1177
1178,130176,gate_40,17.0,True,False,1178
1179,130250,gate_40,13.0,True,False,1179
1184,130417,gate_40,36.0,True,True,1184
1185,130572,gate_40,55.0,True,False,1185
1190,131358,gate_40,69.0,True,True,1190
1196,132756,gate_40,5.0,False,False,1196
1197,132794,gate_40,0.0,False,False,1197
1198,132919,gate_40,36.0,True,False,1198
1199,132928,gate_40,139.0,True,True,1199
1200,132961,gate_40,79.0,True,False,1200
1202,133102,gate_40,11.0,False,False,1202
1205,133854,gate_40,29.0,True,False,1205
1206,133961,gate_40,26.0,False,False,1206
1207,134380,gate_40,117.0,True,False,1207
1208,134381,gate_40,7.0,True,False,1208
1209,134386,gate_40,23.0,False,False,1209
1210,134428,gate_40,26.0,False,False,1210
1211,134595,gate_40,2.0,False,False,1211
1212,134621,gate_40,40.0,True,False,1212
1214,134763,gate_40,32.0,True,False,1214
1215,134875,gate_40,10.0,True,False,1215
1217,134891,gate_40,2.0,False,False,1217
1219,135084,gate_40,16.0,True,False,1219
1220,135220,gate_40,148.0,True,True,1220
1223,135435,gate_40,1.0,False,False,1223
1228,135910,gate_40,5.0,False,False,1228
1231,136109,gate_40,1.0,False,False,1231
1232,136363,gate_40,0.0,False,False,1232
1234,136496,gate_40,1.0,False,False,1234
1238,136724,gate_40,9.0,True,False,1238
1240,137089,gate_40,2.0,False,False,1240
1244,137380,gate_40,43.0,True,True,1244
1245,137445,gate_40,284.0,True,True,1245
1247,137546,gate_40,5.0,False,False,1247
1249,137586,gate_40,21.0,True,False,1249
1250,137752,gate_40,27.0,False,False,1250
1252,137911,gate_40,19.0,True,True,1252
1253,138070,gate_40,32.0,True,False,1253
1255,138257,gate_40,0.0,False,False,1255
1257,138392,gate_40,34.0,True,False,1257
1260,138622,gate_40,16.0,True,False,1260
1264,139072,gate_40,681.0,False,True,1264
1265,139081,gate_40,8.0,False,False,1265
1266,139206,gate_40,0.0,False,False,1266
1267,139211,gate_40,3.0,False,False,1267
1269,139309,gate_40,6.0,False,False,1269
1270,139581,gate_40,103.0,True,True,1270
1272,139856,gate_40,2.0,False,False,1272
1274,140102,gate_40,10.0,False,False,1274
1275,140335,gate_40,3.0,False,False,1275
1277,140695,gate_40,2.0,False,False,1277
1280,141059,gate_40,28.0,False,False,1280
1281,141146,gate_40,13.0,False,False,1281
1283,141256,gate_40,10.0,False,False,1283
1285,141449,gate_40,124.0,False,True,1285
1288,141698,gate_40,36.0,False,False,1288
1290,141928,gate_40,2.0,False,False,1290
1291,141967,gate_40,3.0,True,False,1291
1292,142162,gate_40,11.0,False,False,1292
1293,142359,gate_40,66.0,True,True,1293
1294,142413,gate_40,35.0,True,False,1294
1295,142456,gate_40,9.0,True,False,1295
1296,142665,gate_40,28.0,True,False,1296
1298,142942,gate_40,1.0,False,False,1298
1300,142985,gate_40,57.0,True,True,1300
1301,143079,gate_40,24.0,False,False,1301
1302,143115,gate_40,13.0,True,True,1302
1303,143123,gate_40,4.0,True,False,1303
1308,143939,gate_40,57.0,True,False,1308
1309,143962,gate_40,4.0,False,False,1309
1311,144110,gate_40,0.0,False,False,1311
1316,144470,gate_40,7.0,False,False,1316
1317,144493,gate_40,29.0,False,False,1317
1319,144571,gate_40,87.0,True,True,1319
1323,145093,gate_40,25.0,True,False,1323
1324,145225,gate_40,75.0,True,True,1324
1325,145307,gate_40,22.0,True,True,1325
1327,145539,gate_40,1.0,False,False,1327
1329,145763,gate_40,30.0,False,True,1329
1331,145917,gate_40,3.0,False,False,1331
1334,146164,gate_40,3.0,False,False,1334
1335,146269,gate_40,29.0,False,False,1335
1338,146715,gate_40,134.0,True,True,1338
1342,146937,gate_40,29.0,False,False,1342
1343,146981,gate_40,12.0,False,False,1343
1344,147246,gate_40,95.0,True,False,1344
1345,147292,gate_40,76.0,False,True,1345
1346,147334,gate_40,22.0,True,True,1346
1347,147450,gate_40,6.0,False,False,1347
1348,147507,gate_40,7.0,False,False,1348
1349,147572,gate_40,18.0,True,True,1349
1351,147685,gate_40,71.0,True,False,1351
1353,147830,gate_40,12.0,True,True,1353
1356,148083,gate_40,0.0,False,False,1356
1358,148248,gate_40,3.0,False,False,1358
1361,148453,gate_40,0.0,False,False,1361
1362,148488,gate_40,1.0,False,False,1362
1363,148574,gate_40,1.0,False,False,1363
1364,148772,gate_40,30.0,True,False,1364
1365,148811,gate_40,49.0,False,False,1365
1366,148974,gate_40,50.0,True,False,1366
1368,149272,gate_40,42.0,False,True,1368
1372,149626,gate_40,5.0,False,False,1372
1374,149721,gate_40,30.0,True,False,1374
