,userid,version,sum_gamerounds,retention_1,retention_7,number
210,19746,gate_30,65.0,False,True,210
212,19993,gate_30,5.0,True,False,212
213,20005,gate_30,4.0,False,False,213
214,20052,gate_30,8.0,False,False,214
215,20136,gate_30,0.0,False,False,215
218,20465,gate_30,108.0,True,False,218
223,20763,gate_30,10.0,False,False,223
225,20832,gate_30,13.0,True,False,225
231,21408,gate_30,20.0,True,False,231
238,22398,gate_30,4.0,False,False,238
242,22935,gate_30,274.0,True,True,242
243,22972,gate_30,17.0,False,False,243
249,23270,gate_30,8.0,False,False,249
250,23333,gate_30,9.0,False,False,250
251,23374,gate_30,8.0,True,False,251
256,24222,gate_30,134.0,True,True,256
258,24328,gate_30,2.0,False,False,258
259,24382,gate_30,22.0,True,False,259
260,24397,gate_30,6.0,False,False,260
262,25047,gate_30,0.0,False,False,262
263,25281,gate_30,0.0,False,False,263
265,25332,gate_30,152.0,True,True,265
267,25903,gate_30,8.0,True,False,267
269,25958,gate_30,0.0,False,False,269
270,26083,gate_30,100.0,True,True,270
272,26253,gate_30,10.0,False,False,272
274,26502,gate_30,147.0,True,True,274
275,26586,gate_30,391.0,True,False,275
276,27135,gate_30,18.0,False,False,276
278,27605,gate_30,19.0,True,False,278
279,27693,gate_30,4.0,False,False,279
280,27754,gate_30,14.0,False,False,280
281,27759,gate_30,61.0,True,True,281
284,27979,gate_30,75.0,False,False,284
285,28025,gate_30,57.0,True,False,285
286,28091,gate_30,35.0,True,False,286
287,28123,gate_30,9.0,False,False,287
288,28332,gate_30,13.0,False,False,288
289,28405,gate_30,1.0,False,False,289
290,28433,gate_30,20.0,False,False,290
295,29455,gate_30,51.0,True,True,295
297,29658,gate_30,2.0,False,False,297
301,29999,gate_30,260.0,True,True,301
303,30059,gate_30,4.0,False,False,303
304,30274,gate_30,7.0,True,False,304
305,30277,gate_30,0.0,False,False,305
306,30343,gate_30,8.0,True,True,306
307,30348,gate_30,48.0,True,True,307
309,30631,gate_30,61.0,False,True,309
310,30868,gate_30,1.0,False,False,310
311,30928,gate_30,12.0,True,False,311
312,31073,gate_30,270.0,True,True,312
313,31151,gate_30,59.0,False,False,313
314,31200,gate_30,141.0,True,False,314
315,31214,gate_30,53.0,False,True,315
318,31691,gate_30,0.0,False,False,318
319,31812,gate_30,37.0,True,False,319
320,31903,gate_30,467.0,True,True,320
325,32642,gate_30,40.0,False,False,325
326,32730,gate_30,9.0,False,False,326
328,33097,gate_30,12.0,False,False,328
329,33126,gate_30,6.0,False,False,329
333,33445,gate_30,77.0,False,True,333
334,33489,gate_30,4.0,False,False,334
337,33794,gate_30,3.0,False,False,337
339,33967,gate_30,33.0,True,True,339
345,34469,gate_30,222.0,True,True,345
348,34706,gate_30,29.0,True,False,348
350,34859,gate_30,16.0,False,False,350
351,34906,gate_30,10.0,True,False,351
354,35056,gate_30,84.0,True,False,354
355,35156,gate_30,1.0,False,False,355
357,35460,gate_30,43.0,True,False,357
358,35730,gate_30,50.0,True,False,358
359,35837,gate_30,23.0,True,False,359
360,35886,gate_30,5.0,False,False,360
361,35922,gate_30,21.0,True,False,361
362,36003,gate_30,48.0,True,False,362
364,36077,gate_30,13.0,True,False,364
365,36279,gate_30,41.0,True,False,365
366,36280,gate_30,5.0,False,False,366
368,36356,gate_30,303.0,True,True,368
371,36622,gate_30,4.0,True,False,371
373,36673,gate_30,5.0,False,False,373
376,36921,gate_30,3.0,False,False,376
379,37303,gate_30,177.0,True,True,379
382,37740,gate_30,39.0,True,True,382
383,37823,gate_30,12.0,True,False,383
384,37872,gate_30,12.0,True,False,384
386,38151,gate_30,9.0,True,False,386
387,38232,gate_30,216.0,True,True,387
389,38292,gate_30,9.0,False,False,389
390,39069,gate_30,227.0,False,False,390
391,39382,gate_30,0.0,False,False,391
392,39494,gate_30,87.0,True,False,392
393,39531,gate_30,71.0,True,False,393
396,39932,gate_30,55.0,True,True,396
399,40292,gate_30,1.0,False,False,399
400,40359,gate_30,3.0,False,False,400
401,40378,gate_30,552.0,True,True,401
402,40427,gate_30,96.0,True,False,402
403,40566,gate_30,2.0,False,False,403
404,40593,gate_30,12.0,True,True,404
406,40653,gate_30,107.0,True,False,406
407,40687,gate_30,12.0,False,False,407
410,41112,gate_30,4.0,False,False,410
411,41192,gate_30,28.0,False,False,411
413,41795,gate_30,136.0,True,True,413
417,42077,gate_30,12.0,True,False,417
418,42316,gate_30,6.0,False,False,418
419,42407,gate_30,45.0,False,True,419
420,42457,gate_30,12.0,False,False,420
422,42703,gate_30,9.0,True,False,422
425,43091,gate_30,6.0,True,False,425
427,43644,gate_30,17.0,True,False,427
428,43744,gate_30,141.0,True,False,428
429,43757,gate_30,28.0,False,False,429
432,44498,gate_30,24.0,True,False,432
433,44591,gate_30,5.0,False,False,433
434,44670,gate_30,6.0,False,False,434
435,44751,gate_30,10.0,False,False,435
436,44780,gate_30,9.0,False,False,436
438,45066,gate_30,85.0,True,False,438
440,45167,gate_30,19.0,False,False,440
442,45698,gate_30,452.0,True,True,442
443,45753,gate_30,26.0,True,False,443
448,46007,gate_30,6.0,False,False,448
450,46347,gate_30,57.0,False,False,450
452,46576,gate_30,15.0,False,False,452
456,46806,gate_30,163.0,True,True,456
458,46938,gate_30,54.0,False,False,458
460,47816,gate_30,220.0,True,True,460
463,48016,gate_30,0.0,False,False,463
464,48116,gate_30,1.0,False,False,464
465,48130,gate_30,2.0,False,False,465
468,48658,gate_30,216.0,True,True,468
470,48942,gate_30,290.0,True,True,470
474,49330,gate_30,18.0,False,False,474
475,49373,gate_30,5.0,False,False,475
476,49600,gate_30,20.0,False,False,476
484,50547,gate_30,356.0,False,False,484
485,50665,gate_30,10.0,True,False,485
487,50688,gate_30,0.0,False,False,487
489,50811,gate_30,3.0,False,False,489
490,50850,gate_30,34.0,True,True,490
491,51155,gate_30,34.0,False,False,491
492,51267,gate_30,0.0,False,False,492
493,51295,gate_30,117.0,True,True,493
494,51310,gate_30,23.0,False,True,494
495,51430,gate_30,34.0,True,False,495
499,51894,gate_30,4.0,False,False,499
504,52357,gate_30,22.0,True,False,504
505,52420,gate_30,15.0,True,True,505
509,53393,gate_30,338.0,True,True,509
514,53638,gate_30,16.0,False,False,514
515,53763,gate_30,9.0,True,False,515
518,54069,gate_30,170.0,True,True,518
519,54162,gate_30,174.0,True,True,519
520,54178,gate_30,21.0,False,False,520
523,54403,gate_30,6.0,False,False,523
524,54580,gate_30,22.0,False,False,524
528,54754,gate_30,70.0,True,False,528
529,54776,gate_30,0.0,False,False,529
530,54975,gate_30,3.0,False,False,530
531,55139,gate_30,25.0,False,False,531
534,55480,gate_30,1.0,False,False,534
535,55621,gate_30,32.0,False,False,535
538,56269,gate_30,2.0,False,False,538
540,56446,gate_30,15.0,False,False,540
542,56522,gate_30,10.0,False,False,542
544,56815,gate_30,202.0,True,True,544
547,57149,gate_30,15.0,False,False,547
548,57321,gate_30,54.0,False,False,548
552,57401,gate_30,13.0,True,False,552
554,57516,gate_30,38.0,True,True,554
557,58189,gate_30,23.0,False,False,557
558,58289,gate_30,237.0,True,True,558
561,58700,gate_30,0.0,False,False,561
562,58768,gate_30,11.0,False,False,562
564,59164,gate_30,7.0,True,False,564
565,59395,gate_30,33.0,True,True,565
566,59531,gate_30,18.0,False,False,566
571,60424,gate_30,6.0,False,False,571
575,60984,gate_30,139.0,False,True,575
576,61104,gate_30,0.0,False,False,576
577,61245,gate_30,24.0,True,False,577
578,61462,gate_30,23.0,False,False,578
579,61563,gate_30,7.0,False,False,579
581,61609,gate_30,4.0,False,False,581
582,61651,gate_30,3.0,False,False,582
583,61952,gate_30,19.0,False,False,583
584,61979,gate_30,2.0,False,False,584
585,62084,gate_30,12.0,False,False,585
587,62206,gate_30,0.0,False,False,587
588,62434,gate_30,6.0,False,False,588
593,62879,gate_30,1.0,False,False,593
595,63335,gate_30,9.0,True,False,595
596,63370,gate_30,179.0,True,True,596
597,63473,gate_30,1.0,False,False,597
598,63478,gate_30,202.0,True,True,598
599,63480,gate_30,9.0,True,False,599
601,63617,gate_30,902.0,True,True,601
602,63766,gate_30,6.0,False,False,602
604,63832,gate_30,1.0,False,False,604
605,63889,gate_30,9.0,True,True,605
606,63962,gate_30,4.0,True,False,606
607,64052,gate_30,1.0,False,False,607
609,64235,gate_30,1.0,False,False,609
613,64792,gate_30,269.0,True,False,613
615,64930,gate_30,510.0,True,False,615
618,65452,gate_30,16.0,False,False,618
620,65511,gate_30,4.0,False,False,620
622,66509,gate_30,46.0,True,False,622
626,67078,gate_30,9.0,False,False,626
627,67122,gate_30,18.0,False,False,627
630,67234,gate_30,3.0,False,False,630
631,67387,gate_30,12.0,False,False,631
635,67950,gate_30,7.0,False,False,635
637,68112,gate_30,0.0,False,False,637
639,68386,gate_30,5.0,False,False,639
642,68485,gate_30,26.0,True,False,642
644,68856,gate_30,1.0,False,False,644
649,69050,gate_30,20.0,True,False,649
650,69392,gate_30,46.0,False,False,650
651,69488,gate_30,5.0,False,False,651
655,69927,gate_30,1906.0,True,True,655
656,69998,gate_30,16.0,False,False,656
657,70074,gate_30,0.0,False,False,657
658,70127,gate_30,1.0,False,False,658
662,70570,gate_30,5.0,False,False,662
664,71062,gate_30,25.0,True,False,664
665,71119,gate_30,118.0,True,True,665
668,71205,gate_30,5.0,False,False,668
669,71235,gate_30,38.0,True,False,669
671,71489,gate_30,7.0,False,False,671
672,71635,gate_30,4.0,False,False,672
673,71698,gate_30,6.0,False,False,673
676,72164,gate_30,259.0,True,True,676
680,72555,gate_30,298.0,True,True,680
684,72813,gate_30,6.0,True,False,684
685,72872,gate_30,10.0,False,False,685
689,73412,gate_30,3.0,False,False,689
691,74231,gate_30,7.0,False,False,691
692,74276,gate_30,24.0,True,True,692
694,74377,gate_30,53.0,True,False,694
696,74568,gate_30,11.0,True,False,696
699,76062,gate_30,5.0,False,False,699
701,76133,gate_30,50.0,False,False,701
702,76549,gate_30,149.0,False,True,702
703,76573,gate_30,20.0,True,False,703
704,76598,gate_30,1.0,False,False,704
709,76917,gate_30,113.0,True,False,709
712,77172,gate_30,0.0,False,False,712
714,77468,gate_30,12.0,False,False,714
716,77644,gate_30,15.0,False,False,716
717,77731,gate_30,106.0,True,True,717
721,77850,gate_30,59.0,True,False,721
722,78089,gate_30,47.0,False,False,722
724,78183,gate_30,34.0,True,False,724
725,78237,gate_30,4.0,False,False,725
726,78312,gate_30,12.0,False,False,726
727,78409,gate_30,15.0,True,False,727
729,78846,gate_30,0.0,False,False,729
730,78900,gate_30,2.0,False,False,730
732,79890,gate_30,11.0,False,False,732
735,80282,gate_30,128.0,True,True,735
738,80526,gate_30,34.0,False,True,738
742,80746,gate_30,1.0,False,False,742
745,80884,gate_30,5.0,False,False,745
747,81447,gate_30,34.0,False,False,747
749,81524,gate_30,34.0,True,False,749
750,81532,gate_30,2.0,False,False,750
753,82064,gate_30,41.0,True,False,753
756,82753,gate_30,3.0,False,False,756
759,83072,gate_30,11.0,True,False,759
761,83103,gate_30,7.0,False,False,761
763,83254,gate_30,3.0,True,False,763
769,84100,gate_30,160.0,True,False,769
770,84191,gate_30,0.0,False,False,770
777,85277,gate_30,61.0,True,True,777
778,85560,gate_30,5.0,False,False,778
779,85601,gate_30,15.0,False,False,779
781,86342,gate_30,12.0,False,False,781
787,87276,gate_30,19.0,False,True,787
788,87410,gate_30,26.0,False,False,788
789,87419,gate_30,46.0,False,False,789
791,87542,gate_30,40.0,True,False,791
797,87827,gate_30,37.0,True,False,797
799,88282,gate_30,22.0,True,False,799
801,88392,gate_30,20.0,True,False,801
802,88497,gate_30,197.0,True,True,802
804,88907,gate_30,133.0,True,False,804
807,89618,gate_30,21.0,False,False,807
808,90120,gate_30,2.0,False,False,808
809,90233,gate_30,5.0,False,False,809
812,90566,gate_30,0.0,False,False,812
813,90640,gate_30,44.0,False,True,813
814,90744,gate_30,14.0,False,False,814
815,90755,gate_30,76.0,True,False,815
816,90892,gate_30,52.0,True,False,816
818,90979,gate_30,36.0,True,False,818
821,91027,gate_30,2.0,False,False,821
824,92161,gate_30,18.0,False,False,824
825,92162,gate_30,9.0,False,False,825
827,92286,gate_30,3.0,True,False,827
832,93014,gate_30,0.0,False,False,832
834,93166,gate_30,10.0,True,False,834
835,93241,gate_30,18.0,False,False,835
837,93646,gate_30,33.0,False,False,837
839,93957,gate_30,6.0,False,True,839
840,93997,gate_30,2.0,False,False,840
841,94159,gate_30,79.0,True,True,841
843,94407,gate_30,1.0,False,False,843
845,94639,gate_30,4.0,False,False,845
846,94768,gate_30,9.0,False,False,846
847,94904,gate_30,43.0,True,False,847
848,95033,gate_30,42.0,True,False,848
850,95371,gate_30,282.0,True,True,850
851,95530,gate_30,11.0,False,False,851
853,95946,gate_30,16.0,False,False,853
855,96058,gate_30,49.0,True,True,855
856,96076,gate_30,95.0,True,True,856
858,96471,gate_30,183.0,True,False,858
861,96675,gate_30,70.0,True,True,861
862,96744,gate_30,332.0,True,True,862
864,97019,gate_30,3.0,False,False,864
865,97308,gate_30,798.0,True,True,865
867,97741,gate_30,0.0,False,False,867
868,97754,gate_30,27.0,True,False,868
870,97849,gate_30,81.0,True,True,870
872,97971,gate_30,142.0,True,True,872
873,98151,gate_30,31.0,False,False,873
874,98229,gate_30,5.0,True,False,874
877,98833,gate_30,3.0,False,False,877
878,98955,gate_30,16.0,False,False,878
879,99178,gate_30,12.0,False,False,879
881,99264,gate_30,8.0,True,False,881
885,99630,gate_30,4.0,False,False,885
887,99806,gate_30,7.0,True,False,887
891,99976,gate_30,3.0,False,False,891
893,100084,gate_30,143.0,False,True,893
896,100367,gate_30,71.0,True,False,896
897,100511,gate_30,13.0,False,False,897
899,100585,gate_30,75.0,True,False,899
900,100807,gate_30,27.0,True,False,900
902,100933,gate_30,8.0,False,False,902
904,101041,gate_30,95.0,True,False,904
906,101591,gate_30,186.0,True,True,906
907,101601,gate_30,50.0,True,False,907
908,101664,gate_30,129.0,True,False,908
912,101880,gate_30,1.0,False,False,912
914,101915,gate_30,164.0,True,True,914
919,102540,gate_30,249.0,True,True,919
921,102598,gate_30,29.0,True,False,921
924,102753,gate_30,14.0,False,False,924
925,102931,gate_30,2.0,False,False,925
926,102977,gate_30,8.0,False,True,926
929,103414,gate_30,345.0,True,False,929
931,103498,gate_30,50.0,True,True,931
932,103555,gate_30,13.0,False,False,932
934,103625,gate_30,7.0,False,False,934
935,103714,gate_30,13.0,True,False,935
936,103804,gate_30,27.0,False,False,936
939,104211,gate_30,51.0,False,False,939
940,104553,gate_30,4.0,False,False,940
942,104577,gate_30,546.0,True,True,942
944,104686,gate_30,28.0,True,False,944
945,104694,gate_30,82.0,False,True,945
946,104796,gate_30,394.0,True,True,946
947,104800,gate_30,5.0,False,False,947
950,105277,gate_30,56.0,True,False,950
953,105700,gate_30,8.0,False,False,953
954,105948,gate_30,0.0,False,False,954
955,106093,gate_30,5.0,False,False,955
957,106423,gate_30,1.0,False,False,957
958,106447,gate_30,19.0,True,False,958
959,106487,gate_30,11.0,False,False,959
961,106600,gate_30,375.0,True,True,961
962,106828,gate_30,9.0,False,False,962
963,106895,gate_30,4.0,False,False,963
966,107563,gate_30,39.0,False,False,966
967,107617,gate_30,8.0,False,False,967
968,107662,gate_30,1.0,False,False,968
969,107670,gate_30,7.0,False,False,969
971,107981,gate_30,51.0,True,False,971
973,108068,gate_30,0.0,False,False,973
974,108134,gate_30,54.0,False,True,974
975,108287,gate_30,10.0,False,False,975
978,108454,gate_30,35.0,False,True,978
980,108608,gate_30,7.0,False,False,980
983,109109,gate_30,7.0,False,False,983
989,109431,gate_30,60.0,True,False,989
991,109556,gate_30,13.0,True,False,991
992,109578,gate_30,35.0,False,False,992
994,109757,gate_30,29.0,True,True,994
996,109838,gate_30,9.0,False,False,996
997,109991,gate_30,519.0,True,True,997
998,110004,gate_30,73.0,True,False,998
1001,110528,gate_30,5.0,False,False,1001
1002,110634,gate_30,10.0,False,False,1002
1004,111162,gate_30,5.0,True,False,1004
1008,111496,gate_30,26.0,False,False,1008
1010,111949,gate_30,20.0,True,False,1010
1013,112127,gate_30,7.0,True,False,1013
1015,112251,gate_30,9.0,False,False,1015
1018,112375,gate_30,26.0,True,False,1018
1019,112718,gate_30,553.0,True,True,1019
1022,113325,gate_30,86.0,True,True,1022
1024,113462,gate_30,175.0,True,False,1024
1025,113497,gate_30,28.0,True,False,1025
1026,113563,gate_30,11.0,False,False,1026
1027,113607,gate_30,25.0,False,False,1027
1029,113666,gate_30,81.0,True,True,1029
1031,113800,gate_30,37.0,True,False,1031
1032,113888,gate_30,11.0,True,False,1032
1033,114118,gate_30,3.0,False,False,1033
1034,114278,gate_30,2.0,False,False,1034
1035,114320,gate_30,26.0,True,False,1035
1037,114521,gate_30,0.0,False,False,1037
1038,114532,gate_30,8.0,False,False,1038
1040,114859,gate_30,23.0,False,False,1040
1042,115234,gate_30,123.0,False,True,1042
1043,115235,gate_30,2.0,False,False,1043
1049,116002,gate_30,281.0,True,True,1049
1051,116198,gate_30,20.0,False,False,1051
1052,116247,gate_30,240.0,False,True,1052
1053,116336,gate_30,2.0,False,False,1053
1055,116423,gate_30,33.0,False,False,1055
1056,116430,gate_30,15.0,False,False,1056
1058,116590,gate_30,45.0,True,False,1058
1061,116828,gate_30,11.0,True,False,1061
1062,117026,gate_30,317.0,True,False,1062
1065,117242,gate_30,90.0,True,False,1065
1066,117481,gate_30,15.0,True,False,1066
1070,117868,gate_30,190.0,True,False,1070
1072,117992,gate_30,142.0,True,True,1072
1074,118189,gate_30,50.0,False,False,1074
1075,118204,gate_30,3.0,False,False,1075
1078,118690,gate_30,8.0,False,False,1078
1080,119142,gate_30,28.0,False,False,1080
1082,119231,gate_30,6.0,True,False,1082
1083,119331,gate_30,10.0,False,True,1083
1084,119464,gate_30,2.0,True,False,1084
1085,119507,gate_30,3.0,False,False,1085
1087,119742,gate_30,191.0,True,True,1087
1088,119784,gate_30,2.0,False,False,1088
1090,120587,gate_30,45.0,False,False,1090
1093,120771,gate_30,16.0,False,False,1093
1094,120978,gate_30,18.0,False,False,1094
1096,121179,gate_30,3.0,False,False,1096
1097,121303,gate_30,1374.0,True,True,1097
1098,121409,gate_30,2.0,False,False,1098
1100,121476,gate_30,4.0,False,False,1100
1101,121571,gate_30,8.0,False,False,1101
1103,122133,gate_30,3.0,True,False,1103
1104,122211,gate_30,4.0,False,False,1104
1106,122334,gate_30,1.0,False,False,1106
1107,122533,gate_30,199.0,True,True,1107
1108,122635,gate_30,24.0,True,False,1108
1111,122975,gate_30,197.0,True,True,1111
1112,122981,gate_30,40.0,False,False,1112
1119,123638,gate_30,50.0,True,False,1119
1120,123904,gate_30,2.0,False,False,1120
1122,124004,gate_30,16.0,False,False,1122
1123,124022,gate_30,6.0,True,False,1123
1127,124702,gate_30,93.0,True,True,1127
1128,124729,gate_30,41.0,True,False,1128
1129,124759,gate_30,2.0,False,False,1129
1130,124945,gate_30,16.0,True,False,1130
1131,125019,gate_30,8.0,False,False,1131
1133,125058,gate_30,38.0,True,False,1133
1134,125379,gate_30,91.0,True,True,1134
1135,125416,gate_30,19.0,False,False,1135
1136,125523,gate_30,344.0,True,True,1136
1139,125752,gate_30,2.0,True,False,1139
1140,125925,gate_30,51.0,True,False,1140
1141,125951,gate_30,1.0,False,False,1141
1144,126289,gate_30,44.0,True,False,1144
1146,126645,gate_30,222.0,True,True,1146
1147,126812,gate_30,11.0,False,False,1147
1150,127428,gate_30,12.0,True,False,1150
1152,127487,gate_30,200.0,True,True,1152
1154,127794,gate_30,35.0,False,False,1154
1155,127814,gate_30,3.0,False,False,1155
1156,127839,gate_30,5.0,False,True,1156
1157,127893,gate_30,13.0,False,False,1157
1158,128079,gate_30,17.0,True,False,1158
1159,128334,gate_30,3.0,False,False,1159
1160,128346,gate_30,43.0,True,False,1160
1164,128817,gate_30,399.0,False,True,1164
1165,128956,gate_30,60.0,True,False,1165
1171,129208,gate_30,14.0,False,False,1171
1172,129260,gate_30,129.0,False,True,1172
1175,129391,gate_30,26.0,False,False,1175
1176,129682,gate_30,12.0,True,False,1176
1180,130260,gate_30,7.0,False,False,1180
1181,130271,gate_30,23.0,True,False,1181
1182,130391,gate_30,33.0,False,False,1182
1183,130412,gate_30,38.0,False,False,1183
1186,130879,gate_30,159.0,True,True,1186
1187,131233,gate_30,11.0,False,False,1187
1188,131261,gate_30,4.0,False,False,1188
1189,131314,gate_30,2.0,False,False,1189
1191,131740,gate_30,74.0,True,False,1191
1192,132154,gate_30,4.0,False,False,1192
1193,132240,gate_30,4.0,False,False,1193
1194,132330,gate_30,113.0,True,False,1194
1195,132503,gate_30,1.0,False,False,1195
1201,133088,gate_30,50.0,True,False,1201
1203,133577,gate_30,331.0,True,True,1203
1204,133783,gate_30,12.0,False,False,1204
1213,134692,gate_30,15.0,False,False,1213
1216,134885,gate_30,432.0,True,True,1216
1218,134914,gate_30,8.0,True,False,1218
1221,135232,gate_30,2.0,False,False,1221
1222,135315,gate_30,2.0,False,False,1222
1224,135479,gate_30,4.0,False,False,1224
1225,135584,gate_30,4.0,False,True,1225
1226,135693,gate_30,149.0,True,True,1226
1227,135739,gate_30,13.0,False,False,1227
1229,135919,gate_30,21.0,False,True,1229
1230,135978,gate_30,80.0,False,True,1230
1233,136453,gate_30,12.0,False,False,1233
1235,136506,gate_30,9.0,False,False,1235
1236,136638,gate_30,15.0,False,False,1236
1237,136647,gate_30,13.0,False,False,1237
1239,136945,gate_30,12.0,True,False,1239
1241,137158,gate_30,7.0,False,False,1241
1242,137177,gate_30,45.0,False,False,1242
1243,137354,gate_30,18.0,False,False,1243
1246,137520,gate_30,9.0,True,False,1246
1248,137570,gate_30,181.0,True,True,1248
1251,137865,gate_30,39.0,True,False,1251
1254,138234,gate_30,75.0,True,True,1254
1256,138315,gate_30,10.0,False,False,1256
1258,138521,gate_30,4.0,True,False,1258
1259,138561,gate_30,22.0,False,False,1259
1261,138886,gate_30,59.0,True,True,1261
1262,138891,gate_30,231.0,True,True,1262
1263,138918,gate_30,2.0,False,False,1263
1268,139264,gate_30,311.0,True,True,1268
1271,139772,gate_30,80.0,False,True,1271
1273,140041,gate_30,70.0,True,True,1273
1276,140468,gate_30,27.0,True,False,1276
1278,140734,gate_30,51.0,False,True,1278
1279,140907,gate_30,81.0,True,False,1279
1282,141163,gate_30,44.0,True,False,1282
1284,141275,gate_30,12.0,True,False,1284
1286,141509,gate_30,1.0,False,False,1286
1287,141613,gate_30,23.0,False,False,1287
1289,141837,gate_30,6.0,False,False,1289
1297,142718,gate_30,29.0,True,False,1297
1299,142964,gate_30,3.0,False,False,1299
1304,143284,gate_30,8.0,False,False,1304
1305,143386,gate_30,1.0,False,False,1305
1306,143514,gate_30,15.0,True,False,1306
1307,143691,gate_30,10.0,False,False,1307
1310,144087,gate_30,1.0,False,False,1310
1312,144120,gate_30,52.0,True,False,1312
1313,144252,gate_30,1.0,False,False,1313
1314,144287,gate_30,18.0,True,False,1314
1315,144430,gate_30,3.0,False,False,1315
1318,144553,gate_30,9.0,False,False,1318
1320,144664,gate_30,45.0,True,False,1320
1321,144692,gate_30,6.0,False,False,1321
1322,144935,gate_30,5.0,False,False,1322
1326,145401,gate_30,3.0,False,False,1326
1328,145578,gate_30,7.0,False,False,1328
1330,145852,gate_30,186.0,True,True,1330
1332,145938,gate_30,53.0,True,False,1332
1333,146150,gate_30,3.0,True,False,1333
1336,146394,gate_30,2.0,True,False,1336
